爱	year	sum(match_count)	sum(volume_count)
戴	1963	512	342
戴	1962	590	393
戴	1961	212	162
戴	1960	260	182
戴	1959	548	386
戴	1958	542	392
戴	1957	620	445
戴	1956	446	321
戴	1955	104	74
戴	1954	22	18
戴	1953	32	22
戴	1952	12	8
戴	1951	12	6
戴	1950	2	2
戴	1949	34	19
戴	1948	8	4
戴	1947	2	2
戴	1945	8	4
戴	1939	2	2
戴	1938	6	6
戴	1937	4	4
戴	1936	18	14
戴	1935	4	4
戴	1934	2	2
戴	1933	16	14
戴	1932	6	6
戴	1931	8	6
戴	1930	10	6
戴	1928	2	2
戴	1927	6	6
戴	1924	4	4
戴	1923	6	6
戴	1922	2	2
戴	1920	2	2
戴	1919	4	2
戴	1903	2	2
戴	1900	6	6
胆敢	year	sum(match_count)	sum(volume_count)
胆敢	2000	895	720
胆敢	1999	937	766
胆敢	1998	938	742
胆敢	1997	732	593
胆敢	1996	752	608
胆敢	1995	675	595
胆敢	1994	636	526
胆敢	1993	819	643
胆敢	1992	479	418
胆敢	1991	446	403
胆敢	1990	484	418
胆敢	1989	739	646
胆敢	1988	697	616
胆敢	1987	478	443
胆敢	1986	516	459
胆敢	1985	583	535
胆敢	1984	545	486
胆敢	1983	564	467
胆敢	1982	463	437
胆敢	1981	394	364
胆敢	1980	400	377
胆敢	1979	511	440
胆敢	1978	210	184
胆敢	1977	176	160
胆敢	1976	71	59
胆敢	1975	156	128
胆敢	1974	103	83
胆敢	1973	100	86
胆敢	1972	54	42
胆敢	1971	192	79
胆敢	1970	104	32
胆敢	1969	24	12
胆敢	1968	12	12
胆敢	1967	14	10
胆敢	1966	70	62
胆敢	1965	139	104
胆敢	1964	90	78
胆敢	1963	63	55
胆敢	1962	88	74
胆敢	1961	54	40
胆敢	1960	18	16
胆敢	1959	98	76
胆敢	1958	101	83
胆敢	1957	78	60
胆敢	1956	32	30
胆敢	1955	16	15
胆敢	1949	4	2
胆敢	1936	4	2
胆敢	1930	2	2
弹冠相庆	year	sum(match_count)	sum(volume_count)
弹冠相庆	2000	12	12
弹冠相庆	1999	9	9
弹冠相庆	1998	2	2
弹冠相庆	1997	3	3
弹冠相庆	1996	2	2
弹冠相庆	1995	6	6
弹冠相庆	1994	6	6
弹冠相庆	1993	2	2
弹冠相庆	1992	20	20
弹冠相庆	1991	2	2
弹冠相庆	1989	4	4
弹冠相庆	1988	2	2
弹冠相庆	1987	6	6
弹冠相庆	1986	8	8
弹冠相庆	1983	6	6
弹冠相庆	1982	2	2
弹冠相庆	1979	12	12
弹冠相庆	1977	4	4
当真	year	sum(match_count)	sum(volume_count)
当真	2000	2011	1355
当真	1999	2799	1525
当真	1998	3126	1552
当真	1997	1637	1122
当真	1996	1733	1118
当真	1995	1216	862
当真	1994	1544	943
当真	1993	1701	1163
当真	1992	1464	961
当真	1991	1002	723
当真	1990	1234	778
当真	1989	1467	1033
当真	1988	1374	986
当真	1987	1064	843
当真	1986	1507	1112
当真	1985	1770	1254
当真	1984	2084	1224
当真	1983	1182	864
当真	1982	1757	981
当真	1981	1153	824
当真	1980	1318	858
当真	1979	850	557
当真	1978	254	203
当真	1977	62	55
当真	1976	68	47
当真	1975	32	29
当真	1974	34	34
当真	1973	58	49
当真	1972	18	18
当真	1971	8	8
当真	1966	16	14
当真	1965	16	16
当真	1964	28	26
当真	1963	32	26
当真	1962	24	18
当真	1961	6	6
当真	1960	40	21
当真	1959	16	14
当真	1958	20	15
当真	1957	28	22
当真	1956	28	16
当真	1955	4	4
当真	1953	4	3
当真	1945	2	2
当真	1938	2	2
当真	1936	2	2
当之无愧	year	sum(match_count)	sum(volume_count)
当之无愧	2000	1873	1508
当之无愧	1999	1969	1607
当之无愧	1998	2035	1612
当之无愧	1997	1915	1549
当之无愧	1996	1651	1318
当之无愧	1995	1721	1412
当之无愧	1994	1806	1408
当之无愧	1993	2158	1722
当之无愧	1992	1669	1340
当之无愧	1991	1740	1367
当之无愧	1990	1535	1228
当之无愧	1989	1701	1373
当之无愧	1988	1856	1505
当之无愧	1987	1792	1398
当之无愧	1986	1628	1314
当之无愧	1985	2016	1527
当之无愧	1984	1732	1329
当之无愧	1983	1488	1201
当之无愧	1982	1222	949
当之无愧	1981	1114	819
当之无愧	1980	590	523
当之无愧	1979	390	338
当之无愧	1978	198	170
当之无愧	1977	280	193
当之无愧	1976	328	145
当之无愧	1975	30	30
当之无愧	1974	14	14
当之无愧	1973	12	12
当之无愧	1972	18	16
当之无愧	1971	4	4
当之无愧	1970	4	4
当之无愧	1969	8	8
当之无愧	1968	2	2
当之无愧	1967	4	4
当之无愧	1966	10	10
当之无愧	1965	26	26
当之无愧	1964	40	40
当之无愧	1963	28	26
当之无愧	1962	48	42
当之无愧	1961	10	9
当之无愧	1960	10	8
当之无愧	1959	32	32
当之无愧	1958	10	10
当之无愧	1957	8	8
当之无愧	1956	8	8
当之无愧	1955	4	4
当之无愧	1951	2	2
当之无愧	1949	4	4
当之无愧	1945	2	2
当之无愧	1900	2	2
道贺	year	sum(match_count)	sum(volume_count)
道贺	2000	30	30
道贺	1999	46	46
道贺	1998	24	24
道贺	1997	42	42
道贺	1996	25	25
道贺	1995	22	22
道贺	1994	22	22
道贺	1993	39	39
道贺	1992	22	22
道贺	1991	34	34
道贺	1990	34	34
道贺	1989	28	28
道贺	1988	29	27
道贺	1987	20	20
道贺	1986	22	20
道贺	1985	36	36
道贺	1984	44	44
道贺	1983	18	18
道贺	1982	32	32
道贺	1981	32	32
道贺	1980	12	12
道贺	1979	34	32
道贺	1978	4	4
道贺	1977	8	8
道贺	1973	2	2
道贺	1964	4	4
道贺	1961	2	2
道贺	1960	2	2
道贺	1958	4	4
道贺	1956	2	2
道贺	1955	2	2
道谢	year	sum(match_count)	sum(volume_count)
道谢	2000	234	223
道谢	1999	260	247
道谢	1998	212	204
道谢	1997	186	174
道谢	1996	202	184
道谢	1995	204	188
道谢	1994	192	172
道谢	1993	175	172
道谢	1992	140	134
道谢	1991	146	136
道谢	1990	158	146
道谢	1989	248	218
道谢	1988	176	167
道谢	1987	146	140
道谢	1986	248	224
道谢	1985	228	222
道谢	1984	240	229
道谢	1983	232	218
道谢	1982	168	164
道谢	1981	156	148
道谢	1980	122	116
道谢	1979	126	124
道谢	1978	40	38
道谢	1977	32	32
道谢	1976	8	8
道谢	1975	12	12
道谢	1974	16	16
道谢	1973	10	10
道谢	1972	2	2
道谢	1966	4	4
道谢	1965	8	8
道谢	1963	4	4
道谢	1962	8	8
道谢	1960	2	2
道谢	1959	2	2
道谢	1958	8	8
道谢	1957	6	6
道谢	1956	4	4
道谢	1900	2	2
得意	year	sum(match_count)	sum(volume_count)
得意	2000	3075	2176
得意	1999	3228	2199
得意	1998	3356	2315
得意	1997	2717	1889
得意	1996	2662	1859
得意	1995	2354	1736
得意	1994	2215	1611
得意	1993	3203	2231
得意	1992	2174	1545
得意	1991	1498	1206
得意	1990	1638	1214
得意	1989	2388	1677
得意	1988	2230	1800
得意	1987	2080	1572
得意	1986	2552	1824
得意	1985	2575	1991
得意	1984	2764	1952
得意	1983	2207	1638
得意	1982	2360	1706
得意	1981	1908	1419
得意	1980	1622	1195
得意	1979	1334	982
得意	1978	366	303
得意	1977	236	191
得意	1976	114	98
得意	1975	150	120
得意	1974	134	98
得意	1973	150	129
得意	1972	96	68
得意	1971	20	20
得意	1970	24	21
得意	1969	18	18
得意	1967	2	2
得意	1966	42	38
得意	1965	90	75
得意	1964	128	110
得意	1963	120	92
得意	1962	322	231
得意	1961	66	59
得意	1960	44	41
得意	1959	176	146
得意	1958	155	138
得意	1957	158	144
得意	1956	144	130
得意	1955	48	28
得意	1954	4	4
得意	1953	2	2
得意	1952	4	4
得意	1951	8	5
得意	1949	4	4
得意	1948	2	2
得意	1947	4	2
得意	1946	4	4
得意	1945	4	2
得意	1938	8	4
得意	1937	2	2
得意	1935	2	2
得意	1933	2	2
得意	1930	8	6
得意	1921	4	2
得意	1900	4	3
得意忘形	year	sum(match_count)	sum(volume_count)
得意忘形	2000	421	399
得意忘形	1999	340	316
得意忘形	1998	524	466
得意忘形	1997	391	345
得意忘形	1996	294	273
得意忘形	1995	516	462
得意忘形	1994	302	283
得意忘形	1993	388	369
得意忘形	1992	238	234
得意忘形	1991	318	302
得意忘形	1990	264	244
得意忘形	1989	298	266
得意忘形	1988	353	335
得意忘形	1987	372	363
得意忘形	1986	320	308
得意忘形	1985	426	413
得意忘形	1984	400	356
得意忘形	1983	345	313
得意忘形	1982	258	244
得意忘形	1981	246	223
得意忘形	1980	252	242
得意忘形	1979	158	146
得意忘形	1978	82	78
得意忘形	1977	106	92
得意忘形	1976	52	52
得意忘形	1975	30	30
得意忘形	1974	46	46
得意忘形	1973	24	24
得意忘形	1972	50	42
得意忘形	1971	16	14
得意忘形	1970	18	18
得意忘形	1969	6	6
得意忘形	1968	6	6
得意忘形	1967	18	16
得意忘形	1966	42	40
得意忘形	1965	24	24
得意忘形	1964	46	40
得意忘形	1963	60	56
得意忘形	1962	26	26
得意忘形	1961	10	10
得意忘形	1960	6	6
得意忘形	1959	46	42
得意忘形	1958	32	32
得意忘形	1957	30	28
得意忘形	1956	18	18
得意忘形	1955	4	4
得意忘形	1938	2	2
得意忘形	1934	2	2
点头	year	sum(match_count)	sum(volume_count)
点头	2000	11936	4045
点头	1999	12890	4245
点头	1998	12686	4352
点头	1997	12106	3756
点头	1996	11854	3740
点头	1995	10506	3617
点头	1994	10268	3355
点头	1993	15380	4356
点头	1992	10158	3151
点头	1991	7834	2481
点头	1990	8438	2611
点头	1989	9320	3199
点头	1988	10502	3617
点头	1987	10306	3399
点头	1986	12212	3991
点头	1985	15050	4673
点头	1984	13688	4439
点头	1983	11348	3635
点头	1982	11138	3396
点头	1981	9324	3033
点头	1980	8694	2734
点头	1979	8372	2684
点头	1978	4076	1531
点头	1977	3278	1005
点头	1976	1486	529
点头	1975	1632	566
点头	1974	1310	409
点头	1973	1314	502
点头	1972	1122	352
点头	1971	110	75
点头	1970	52	25
点头	1969	10	8
点头	1968	12	12
点头	1967	36	23
点头	1966	410	230
点头	1965	836	370
点头	1964	852	390
点头	1963	566	296
点头	1962	970	423
点头	1961	402	210
点头	1960	358	158
点头	1959	878	475
点头	1958	768	395
点头	1957	542	362
点头	1956	486	270
点头	1955	44	29
点头	1954	18	7
点头	1953	10	4
点头	1952	14	7
点头	1951	58	15
点头	1949	2	2
点头	1948	16	5
点头	1947	4	2
点头	1945	18	3
点头	1938	14	5
点头	1936	4	3
点头	1935	4	4
点头	1933	2	2
点头	1932	2	2
点头	1929	2	2
点头	1928	4	3
点头	1926	8	3
点头	1921	2	2
点头	1900	4	4
电贺	year	sum(match_count)	sum(volume_count)
电贺	2000	36	28
电贺	1999	32	28
电贺	1998	47	28
电贺	1997	88	51
电贺	1996	118	44
电贺	1995	50	26
电贺	1994	132	50
电贺	1993	247	54
电贺	1992	116	61
电贺	1991	152	53
电贺	1990	70	35
电贺	1989	38	33
电贺	1988	78	52
电贺	1987	92	54
电贺	1986	60	43
电贺	1985	28	28
电贺	1984	26	25
电贺	1983	24	24
电贺	1982	40	26
电贺	1981	22	15
电贺	1980	4	4
电贺	1979	26	26
电贺	1978	10	8
电贺	1977	8	6
电贺	1975	4	4
电贺	1972	2	2
电贺	1971	4	4
电贺	1969	16	4
电贺	1966	2	2
电贺	1965	2	2
电贺	1964	10	8
电贺	1963	6	6
电贺	1961	2	2
电贺	1960	2	2
电贺	1959	6	2
电贺	1958	8	7
电贺	1957	6	6
电贺	1949	4	2
吊祭	year	sum(match_count)	sum(volume_count)
吊祭	2000	5	5
吊祭	1998	4	3
吊祭	1997	2	2
吊祭	1996	3	3
吊祭	1995	2	2
吊祭	1994	1	1
吊祭	1993	3	3
吊祭	1992	2	2
吊祭	1990	1	1
吊祭	1988	4	4
吊祭	1987	3	3
吊祭	1986	2	2
吊祭	1984	4	4
顶礼	year	sum(match_count)	sum(volume_count)
顶礼	2000	12	10
顶礼	1999	10	10
顶礼	1998	6	6
顶礼	1997	12	12
顶礼	1996	4	4
顶礼	1995	27	27
顶礼	1994	7	7
顶礼	1993	6	6
顶礼	1992	10	10
顶礼	1991	10	10
顶礼	1990	8	8
顶礼	1989	6	6
顶礼	1988	4	4
顶礼	1986	12	12
顶礼	1985	5	5
顶礼	1984	3	3
顶礼	1983	6	6
顶礼	1982	6	6
顶礼	1981	4	4
顶礼	1980	7	7
抖	year	sum(match_count)	sum(volume_count)
抖	2000	1044	825
抖	1999	1094	839
抖	1998	1072	804
抖	1997	942	765
抖	1996	918	696
抖	1995	1010	735
抖	1994	832	591
抖	1993	1084	804
抖	1992	746	590
抖	1991	758	574
抖	1990	870	614
抖	1989	922	718
抖	1988	868	690
抖	1987	998	772
抖	1986	1314	958
抖	1985	1314	965
抖	1984	1254	936
抖	1983	1136	865
抖	1982	912	700
抖	1981	936	657
抖	1980	676	527
抖	1979	622	527
抖	1978	300	252
抖	1977	214	186
抖	1976	132	111
抖	1975	128	112
抖	1974	98	73
抖	1973	96	92
抖	1972	68	59
抖	1971	16	14
抖	1970	10	10
抖	1969	8	8
抖	1968	4	4
抖	1967	8	8
抖	1966	40	37
抖	1965	66	58
抖	1964	104	88
抖	1963	80	72
抖	1962	96	80
抖	1961	46	39
抖	1960	38	36
抖	1959	174	122
抖	1958	142	95
抖	1957	74	66
抖	1956	78	74
抖	1955	18	18
抖	1954	2	2
抖	1953	2	2
抖	1952	2	2
抖	1951	10	9
抖	1950	2	2
抖	1949	12	8
抖	1948	2	2
抖	1945	2	2
抖	1940	2	2
抖	1939	4	4
抖	1938	6	4
抖	1936	4	4
抖	1935	4	4
抖	1934	2	2
抖	1933	2	2
抖	1931	4	4
抖	1930	2	2
抖	1929	4	4
抖	1927	2	2
妒	year	sum(match_count)	sum(volume_count)
妒	2000	1206	971
妒	1999	1236	1007
妒	1998	1162	993
妒	1997	1020	861
妒	1996	1066	866
妒	1995	877	726
妒	1994	1092	930
妒	1993	1183	906
妒	1992	1150	936
妒	1991	934	768
妒	1990	1196	848
妒	1989	1052	849
妒	1988	1198	1033
妒	1987	1186	984
妒	1986	1642	989
妒	1985	1318	967
妒	1984	1064	916
妒	1983	769	633
妒	1982	779	639
妒	1981	678	591
妒	1980	396	362
妒	1979	244	210
妒	1978	90	73
妒	1977	18	18
妒	1976	20	20
妒	1975	8	8
妒	1974	18	16
妒	1973	36	35
妒	1972	20	20
妒	1971	4	4
妒	1970	2	2
妒	1969	8	8
妒	1966	2	2
妒	1965	30	29
妒	1964	22	22
妒	1963	40	39
妒	1962	60	60
妒	1961	26	25
妒	1960	12	12
妒	1959	30	29
妒	1958	40	35
妒	1957	70	69
妒	1956	26	26
妒	1955	6	4
妒	1954	6	6
妒	1952	2	2
妒	1951	4	4
妒	1947	2	2
妒	1945	2	2
妒	1938	2	2
妒	1937	4	4
妒	1936	2	2
妒	1935	2	2
妒	1933	2	2
妒	1930	2	2
妒	1929	2	2
妒	1928	4	4
妒	1925	6	6
妒	1924	2	2
妒	1923	2	2
妒	1922	2	2
妒	1903	2	2
妒	1900	4	4
妒忌	year	sum(match_count)	sum(volume_count)
妒忌	2000	823	635
妒忌	1999	875	680
妒忌	1998	1033	734
妒忌	1997	712	558
妒忌	1996	958	715
妒忌	1995	614	507
妒忌	1994	869	554
妒忌	1993	849	647
妒忌	1992	584	476
妒忌	1991	593	467
妒忌	1990	726	582
妒忌	1989	840	669
妒忌	1988	1062	685
妒忌	1987	850	636
妒忌	1986	922	733
妒忌	1985	977	782
妒忌	1984	804	655
妒忌	1983	732	558
妒忌	1982	682	522
妒忌	1981	452	381
妒忌	1980	350	288
妒忌	1979	242	165
妒忌	1978	82	66
妒忌	1977	28	22
妒忌	1976	8	8
妒忌	1975	12	10
妒忌	1974	8	7
妒忌	1973	16	13
妒忌	1972	16	15
妒忌	1971	2	2
妒忌	1966	16	8
妒忌	1965	8	8
妒忌	1964	28	27
妒忌	1963	8	6
妒忌	1962	52	42
妒忌	1961	10	10
妒忌	1960	28	19
妒忌	1959	38	33
妒忌	1958	34	28
妒忌	1957	34	29
妒忌	1956	32	21
妒忌	1955	2	2
妒忌	1953	2	2
妒忌	1951	2	2
妒忌	1949	6	6
妒忌	1946	2	2
妒忌	1945	2	2
妒忌	1941	2	2
妒忌	1939	2	2
妒忌	1930	2	2
额手称庆	year	sum(match_count)	sum(volume_count)
额手称庆	2000	5	5
额手称庆	1999	6	6
额手称庆	1998	12	12
额手称庆	1997	8	8
额手称庆	1996	3	3
额手称庆	1995	8	8
额手称庆	1994	4	4
额手称庆	1993	10	10
额手称庆	1992	4	4
额手称庆	1991	4	4
额手称庆	1990	8	8
额手称庆	1989	5	5
额手称庆	1988	11	11
额手称庆	1987	2	2
额手称庆	1986	16	16
额手称庆	1985	2	2
额手称庆	1984	12	12
额手称庆	1983	11	11
额手称庆	1982	10	10
额手称庆	1981	4	4
额手称庆	1980	5	5
额手称庆	1979	16	16
额手称庆	1978	2	2
反哺	year	sum(match_count)	sum(volume_count)
反哺	2000	222	176
反哺	1999	280	224
反哺	1998	344	178
反哺	1997	380	238
反哺	1996	510	215
反哺	1995	224	132
反哺	1994	132	100
反哺	1993	134	106
反哺	1992	126	96
反哺	1991	76	71
反哺	1990	100	49
反哺	1989	42	38
反哺	1988	32	18
反哺	1987	14	14
反哺	1986	18	16
反哺	1985	12	12
反哺	1984	4	4
反哺	1983	4	4
反哺	1955	14	8
放胆	year	sum(match_count)	sum(volume_count)
放胆	2000	112	108
放胆	1999	112	108
放胆	1998	190	150
放胆	1997	104	86
放胆	1996	84	83
放胆	1995	98	96
放胆	1994	130	120
放胆	1993	174	165
放胆	1992	138	110
放胆	1991	68	68
放胆	1990	76	76
放胆	1989	156	128
放胆	1988	152	126
放胆	1987	76	76
放胆	1986	34	32
放胆	1985	58	56
放胆	1984	54	52
放胆	1983	40	40
放胆	1982	26	26
放胆	1981	32	32
放胆	1980	32	32
放胆	1979	12	12
放胆	1978	12	12
放胆	1977	4	4
放胆	1974	2	2
放胆	1973	2	2
放胆	1964	4	4
放胆	1963	2	2
放胆	1962	4	4
放胆	1957	2	2
放胆	1953	2	2
费心	year	sum(match_count)	sum(volume_count)
费心	2000	504	464
费心	1999	632	572
费心	1998	642	534
费心	1997	399	375
费心	1996	501	434
费心	1995	414	370
费心	1994	428	399
费心	1993	368	334
费心	1992	340	312
费心	1991	272	252
费心	1990	318	280
费心	1989	431	396
费心	1988	420	382
费心	1987	378	334
费心	1986	382	352
费心	1985	365	329
费心	1984	352	326
费心	1983	262	254
费心	1982	325	301
费心	1981	257	227
费心	1980	206	201
费心	1979	175	153
费心	1978	53	47
费心	1977	21	21
费心	1976	12	12
费心	1975	6	6
费心	1974	6	6
费心	1973	30	21
费心	1972	28	20
费心	1971	4	4
费心	1970	4	4
费心	1968	2	2
费心	1966	4	4
费心	1965	14	14
费心	1964	10	8
费心	1963	6	6
费心	1962	20	20
费心	1961	6	6
费心	1960	8	8
费心	1959	18	18
费心	1958	16	14
费心	1957	10	10
费心	1956	26	22
费心	1955	2	2
费心	1950	2	2
费心	1944	2	2
费心	1923	2	2
封禅	year	sum(match_count)	sum(volume_count)
封禅	2000	44	34
封禅	1999	28	22
封禅	1998	62	43
封禅	1997	47	37
封禅	1996	50	42
封禅	1995	45	39
封禅	1994	65	45
封禅	1993	46	39
封禅	1992	42	37
封禅	1991	64	51
封禅	1990	16	11
封禅	1989	36	20
封禅	1988	26	22
封禅	1987	40	27
封禅	1986	18	18
封禅	1985	14	14
封禅	1984	23	20
封禅	1983	29	23
封禅	1982	8	8
封禅	1981	8	8
封禅	1980	8	8
封禅	1979	6	6
封禅	1973	4	4
封禅	1968	2	2
封禅	1963	2	2
封禅	1962	4	4
封禅	1961	2	2
封禅	1929	2	2
奉	year	sum(match_count)	sum(volume_count)
奉	2000	7166	4364
奉	1999	6360	4157
奉	1998	6236	4087
奉	1997	5346	3497
奉	1996	5872	3657
奉	1995	5171	3373
奉	1994	6386	3890
奉	1993	6367	4174
奉	1992	8096	3811
奉	1991	5584	3615
奉	1990	5153	3312
奉	1989	5780	3921
奉	1988	6188	3814
奉	1987	5437	3494
奉	1986	4472	3073
奉	1985	4467	3131
奉	1984	3729	2610
奉	1983	3123	2265
奉	1982	2674	1931
奉	1981	2770	1962
奉	1980	2224	1430
奉	1979	1532	1002
奉	1978	588	453
奉	1977	234	189
奉	1976	220	176
奉	1975	370	292
奉	1974	420	287
奉	1973	206	128
奉	1972	106	83
奉	1971	106	62
奉	1970	110	78
奉	1969	48	29
奉	1968	38	26
奉	1967	34	28
奉	1966	114	101
奉	1965	112	88
奉	1964	98	82
奉	1963	156	137
奉	1962	164	137
奉	1961	114	87
奉	1960	52	44
奉	1959	180	143
奉	1958	142	121
奉	1957	212	179
奉	1956	76	70
奉	1955	54	46
奉	1954	6	6
奉	1953	4	4
奉	1952	2	2
奉	1951	2	2
奉	1950	4	4
奉	1949	6	6
奉	1948	6	6
奉	1947	4	4
奉	1946	2	2
奉	1945	4	4
奉	1940	4	4
奉	1939	8	8
奉	1938	6	4
奉	1937	6	6
奉	1936	8	8
奉	1935	6	6
奉	1934	8	8
奉	1933	4	4
奉	1932	2	2
奉	1930	10	9
奉	1929	6	6
奉	1928	2	2
奉	1927	2	2
奉	1923	2	2
奉	1922	6	2
奉	1916	6	4
奉	1914	14	5
奉	1912	2	2
奉	1910	4	2
奉	1909	4	2
奉	1908	6	6
奉	1905	12	2
奉	1904	126	37
奉	1902	4	2
奉	1900	9	9
奉迎	year	sum(match_count)	sum(volume_count)
奉迎	2000	12	12
奉迎	1999	24	22
奉迎	1998	10	10
奉迎	1997	22	22
奉迎	1996	4	4
奉迎	1995	8	8
奉迎	1994	14	14
奉迎	1993	20	20
奉迎	1992	20	20
奉迎	1991	2	2
奉迎	1989	6	6
奉迎	1988	8	8
奉迎	1987	2	2
奉迎	1986	2	2
奉迎	1985	4	4
奉迎	1984	6	6
奉迎	1983	12	12
奉迎	1982	8	8
奉迎	1981	3	3
奉迎	1980	6	6
奉迎	1979	4	4
奉迎	1978	2	2
奉迎	1957	4	4
奉迎	1955	2	2
甘	year	sum(match_count)	sum(volume_count)
甘	2000	5382	2276
甘	1999	6164	2382
甘	1998	5550	2221
甘	1997	5210	2096
甘	1996	6338	1804
甘	1995	4200	1955
甘	1994	4420	2115
甘	1993	5284	2290
甘	1992	4634	2184
甘	1991	4432	2123
甘	1990	6586	2632
甘	1989	7104	2789
甘	1988	6820	2919
甘	1987	6662	2770
甘	1986	5814	2518
甘	1985	5832	2591
甘	1984	4354	2207
甘	1983	4574	2067
甘	1982	4394	1870
甘	1981	3402	1513
甘	1980	1994	1003
甘	1979	1174	706
甘	1978	674	411
甘	1977	480	344
甘	1976	320	236
甘	1975	380	282
甘	1974	264	171
甘	1973	232	172
甘	1972	358	200
甘	1971	192	114
甘	1970	130	83
甘	1969	72	55
甘	1968	46	33
甘	1967	108	78
甘	1966	228	139
甘	1965	408	213
甘	1964	544	272
甘	1963	504	256
甘	1962	508	285
甘	1961	288	146
甘	1960	294	177
甘	1959	1088	401
甘	1958	746	457
甘	1957	730	430
甘	1956	590	280
甘	1955	106	72
甘	1954	28	24
甘	1953	40	34
甘	1952	20	20
甘	1951	44	36
甘	1950	24	16
甘	1949	218	42
甘	1948	16	16
甘	1947	8	8
甘	1946	8	8
甘	1945	8	2
甘	1944	8	6
甘	1943	2	2
甘	1942	4	4
甘	1941	14	11
甘	1940	2	2
甘	1939	14	8
甘	1938	10	10
甘	1937	18	18
甘	1936	36	26
甘	1935	450	32
甘	1934	20	20
甘	1933	32	26
甘	1932	32	28
甘	1931	6	5
甘	1930	32	22
甘	1929	6	6
甘	1928	16	13
甘	1927	12	10
甘	1926	8	5
甘	1925	12	6
甘	1924	8	6
甘	1923	10	6
甘	1922	4	2
甘	1921	4	4
甘	1916	2	2
甘	1915	2	2
甘	1913	4	4
甘	1909	4	2
甘	1908	2	2
甘	1906	4	4
甘	1904	16	5
甘	1903	6	6
甘	1900	22	18
甘心	year	sum(match_count)	sum(volume_count)
甘心	2000	4370	2915
甘心	1999	4626	3027
甘心	1998	4429	2996
甘心	1997	3852	2599
甘心	1996	3933	2532
甘心	1995	4796	3304
甘心	1994	3415	2382
甘心	1993	4348	2892
甘心	1992	3342	2398
甘心	1991	3525	2396
甘心	1990	3408	2325
甘心	1989	3616	2661
甘心	1988	4001	2838
甘心	1987	3546	2605
甘心	1986	3395	2465
甘心	1985	4123	2991
甘心	1984	3960	2836
甘心	1983	3121	2222
甘心	1982	2781	2129
甘心	1981	2674	1936
甘心	1980	2205	1640
甘心	1979	2254	1499
甘心	1978	1076	849
甘心	1977	938	623
甘心	1976	782	504
甘心	1975	1132	648
甘心	1974	980	567
甘心	1973	438	274
甘心	1972	352	224
甘心	1971	219	92
甘心	1970	164	61
甘心	1969	92	53
甘心	1968	36	30
甘心	1967	126	44
甘心	1966	228	159
甘心	1965	402	255
甘心	1964	364	266
甘心	1963	322	228
甘心	1962	308	254
甘心	1961	114	98
甘心	1960	122	96
甘心	1959	376	283
甘心	1958	414	312
甘心	1957	388	286
甘心	1956	170	151
甘心	1955	38	28
甘心	1954	10	8
甘心	1953	8	8
甘心	1952	6	6
甘心	1951	12	10
甘心	1950	8	8
甘心	1949	4	4
甘心	1948	2	2
甘心	1947	2	2
甘心	1945	6	2
甘心	1940	2	2
甘心	1938	2	2
甘心	1936	6	6
甘心	1934	2	2
甘心	1933	4	4
甘心	1932	4	4
甘心	1930	4	4
甘心	1928	2	2
甘心	1927	4	2
甘心	1923	2	2
甘心	1921	8	4
甘心	1920	2	2
甘心	1900	2	2
甘心情愿	year	sum(match_count)	sum(volume_count)
甘心情愿	2000	202	187
甘心情愿	1999	160	158
甘心情愿	1998	190	179
甘心情愿	1997	176	176
甘心情愿	1996	128	124
甘心情愿	1995	184	170
甘心情愿	1994	132	132
甘心情愿	1993	140	134
甘心情愿	1992	164	164
甘心情愿	1991	218	200
甘心情愿	1990	178	172
甘心情愿	1989	192	179
甘心情愿	1988	204	203
甘心情愿	1987	196	192
甘心情愿	1986	163	156
甘心情愿	1985	244	215
甘心情愿	1984	209	207
甘心情愿	1983	192	185
甘心情愿	1982	178	174
甘心情愿	1981	194	182
甘心情愿	1980	110	110
甘心情愿	1979	122	118
甘心情愿	1978	46	46
甘心情愿	1977	22	18
甘心情愿	1976	6	6
甘心情愿	1975	18	18
甘心情愿	1974	8	8
甘心情愿	1973	8	8
甘心情愿	1972	10	10
